cafe_id,sentence,features,is_study_related
C023,잘 애용하고 있습니다:),,False
C023,저렴하고 음료 무조건 안시켜도된대서 애들만 보내봤어요,,False
C023,음료안시키면 천원추가되더라구요 설명들은것은 없고요,,False
C023,음료 안먹는애들은 그게 더 낫다고생각해요 여기까진 별 문제없는데,,False
C023,주말이라 사람도 많고 하니 일할때 당연히 힘들겠지만,,False
C023,아이가 잘 안들려서 다시 물어보니까 짜증내면서 말했다고 하더라구요 한번이 아님,,False
C023,말투가 계속 짜증난 말투라 기분나빴다고 하네요 다신 안보내고 안가려고요 보드카페가 역북에만 몇개씩있는데,,False
C023,서비스랑 안맞으면 이런일 안하는게 맞다고 생각해요,,False
C023,"에고, 저희 직원친구가 실례를 했네요ㅠㅠ 대신 죄송하다는 말씀 드립니다",,False
C023,"단단히 주의 주고, 이런일 없도록 하겠습니다~",,False
C023,혹시나 다음에 방문 주시면 꼬옥 말씀 주세요,,False
C023,제가 시원한 아이스티 서비스로 드리겠습니다,,False
C023,감사합니다,,False
C023,잘 놀다 갑니다,,False
C023,사장님도 친절하시고 아이랑 재밌게 잘 이용했어요,,False
C023,가성비 즐겁게 놀 수 있고 허브티도 넘 맛있네요,,False
C023,친언니랑 조카들이랑 같이 왔어요~,,False
C023,깔끔하고 게임이 다양해서 조카들이 좋아하네요ㅎ,,False
C023,즐겁게 놀다가요~~,,False
C023,올 때마다 너무 재밌어서 집 가기 싫어지는 곳,,False
C023,🎲😻,,False
C023,날은 덥고 그냥 카페를 가기엔 뭔가 아쉬울 때 전 무조건 보드빌 옵니당 제가 좋아하는 자리는 복층 룸인데 아늑하고 프라이빗하게 즐길 수 있어서 넘 조아요 천장도 높아서 머리 숙이지 않아도 됨,,False
C023,인원 별 추천게임도 다 적어두셔서 남자친구랑 2인 게임 도장깨기 중이에여 다음주에 또 올게요 ㅎㅎ,,False
C023,이용해주셔서 감사합니다:),,False
C024,날이 더워져 놀곳을 찾다가 급하게 예약해서 방문하였는대 쾌적하고 넓어서 너무 놀기 좋았어요👍🏻 쓰레기정리하기도 편리하게 공간이 잘되어있고 앞으로 더워지는 날씨에 자주 이용하고싶은곳이에요,,False
C024,아이들 생파는 늘 이곳에서,,False
C024,"뷰 넓고, 사장님 배려해주시는 덕분에 3,4월 아이들 생파 너무 잘했습니다",,False
C024,저희 아이들은 키카 하면 여기만 생각하네요,,False
C024,"ㅎㅎㅎ 급하게 종이컵이 필요했는데 종이컵도 있고, 가위,물티슈 등 기본적인것이 일부 있어서 너무 좋았어요",,False
C024,생일파티가 가능토록 벽에는 꽃장식이랑 생일 가랜드 등도 있어서 사진찍기에도 너무 좋았어요^^ 감사합니다,,False
C024,아이들이 제일 좋아하는 무인키카에요😊 더운날 여기만한곳이 없답니다😘😘😘😘 또놀러올께유,,False
C024,매년 아이 생파는 여기에서,,False
C024,큰아이,,False
C024,작은아이 할것 없이 놀기 좋아서 애용해요,,False
C024,"사장님 센스있게  접시 일회용,젓가락,포크,물티슈  등은 있어서 가져 감사하더라구요",,False
C024,배달 가능해서 한끼 배달시키고 아이들은 놓고,,False
C024,엄마들은 조금 쉴,,False
C024,수 있으면 더할나위 없죵,,False
C024,ㅋㅋㅋ,,False
C024,"큰애 막론하고, 잘  먹으면서 아이들 원없이 잘 놀았습니다",,False
C024,작은아이도 여기서 생파 하고 싶다네요 ㅎㅎㅎ,,False
C024,여기 너무 좋아요,,False
C024,되게 넓고 아이들이 좋아할 만한 장난감도 적당히 많이 있어요 ^^ 너무 깨끗하고~ 인테리어가 너무 예뻐요,,False
C024,사진 찍으면 인생샷들이에요 ^^ 어른들을 위한 마사지 기계도 있고 가드드 잘 돼 있어서 안심이에요 ^^ 아이들 정말 들어오자마자 신발 벗어버리고 바로 뛰어들어가네요 ㅎㅎ ^^,,False
C024,아이들과 신나는 시간이었어요,,False
C024,청소기가 많이고장나있어서 깔끔하게 청소를못했네요,,False
C024,아이들입학기념으로 갔는데 재밌게 잘놀았습니다,,False
C024,방학기간 아이들과 함께 시간을 보내기 제일 좋은곳👍,,False
C024,엄마들도 아이들도 너무너무 즐거웠어요~ 다음에 또 놀러갈께요😘,,False
C024,원더플레이키즈만에 장점 후기를 남겨주셔서 감사합니다^^,,False
C024,3월 평일이벤트 다시 시작했어요~~,,False
C024,지인분들과 또 들려주시고 새해 복 많이 받으세요♥️,,False
C024,포토존도 예쁘구 아이들이 넘 좋아했어요,,False
C024,감사합니다^^,,False
C024,원더플레이키즈 새로운 포토존이 생겼어요~,,False
C024,소중한 후기 감사합니다^^,,False
C024,지인분들과 또 들려주시고 새해 복 많이 받으세요♥️,,False
C024,5번째 제돈제산 방문이에요,,False
C024,친절하시고 아이들도 너무 좋아해요^^ 또 방문할 곳이랍니다,,False
C024,추천해요,,False
C024,자주 이용해주셔서 감사드립니다🩵,,False
C025,아이들과 두바이설빙이랑 애플방고치즈설빙 먹으러왔어요,,False
C025,생각보다 양이많아 다못먹어요,,False
C025,배달만시키다가 매장와서 먹으니 좋은것같아요,,False
C025,커피도 같이먹었어요 추워서요,,False
C025,인절미토스트도 좋아하네요^^,,False
C025,두바이초코설빙 만세만세,,False
C025,진짜 진심 맛있어요,,False
C025,카다이프 식감 굿이에요ㅠㅠ,,False
C025,혼자 두개도 먹을 수 있을것가타여,,False
C025,너무맛있어요ㅜㅜㅜ다들 먹어보세여ㅠㅠㅠㅠㅠㅠ♡,,False
C025,추워져도 설빙사랑❤️,,False
C025,빙수가 먹고싶을때마다 늘 찾는 설빙입니다ㅎㅎ,,False
C025,너무 맛있고 분위기도 좋아요ㅎㅎ,,False
C025,요거치즈메론 왜케 맛있는거죠,,False
C025,한번 맛보고 앞으론 최애 빙수맛이 되어버릴것 같은 느낌,,False
C025,메론빙수 그릇도 너무 귀엽ㅋㅋ,,False
C025,처음엔 우유얼음만 먹어서 왜케 싱거워 했는데,,False
C025,먹다보니 속안에 메론시럽,,False
C025,파우더,,False
C025,같은거 있고,,False
C025,치즈큐브랑 요거아이스크림도 있어서,,False
C025,나중엔 연유 생각 1도 안났어요 넘나 맛나영,,False
C025,깨먹는 돼지 겁나 맛있습니다,,False
C025,돼지바 무한흡입,,False
C025,여름엔 저녁 먹고 무조건 설빙,,False
C025,배달해도 맛있고 매장에서도 말해 뭐해여,,False
C025,아까 오전에 대전 설빙 다녀왔는데,,False
C025,맛도 다르고 청결도 다름여,,False
C025,여기가 맛 청결 원탑이여,,False
C025,진심,,False
C025,맛있어요,,False
C025,허니버터 브레드는 다른 지점에 비해 아주빠삭하게 튀겨주시는듯요,,False
C025,입천장 까졌는데 잘 먹었어요,,False
C025,맛있어욘 애들이 좋아해용,,False
C026,역북에 볼 일 있으면 꼭 들러야 하는 카페,,False
C026,여기만큼 묵직하면서 깔끔한 맛 잘 내는 카페가 없뜸,,False
C026,케이크 맛나요 커피도 무난합니다,,False
C026,예전부터 궁금했던 카페라 궁금했는데 최근에 가 본 카페중에 퀄리티는 높은데 가격이 너무 착했어요 😇,,False
C026,일단 저기에 있는 바나나푸딩 초코가 엄청 꾸덕하고 은근 양도 많아요 재방문 1🩷🩷%,,False
C026,분의기도 좋고,,False
C026,"커피랑 푸딩, 케익 진짜 맛 있어요😋",,False
C026,"분위기 좋고 , 사장님이 친절하세오오옹",,False
C026,클라드 커피가 맛있어요 추천,,False
C026,티라미수에 딸기가 올라가더라구요,,False
C026,"다행히 동생하고 언니가 딸기를 좋아해서 주고ㅋㅋㅋ 티라미수 맛있어요 ,,🥺 바나나오레오푸딩도 맛있었는데 직원분 추천메뉴였던 바나나푸딩이 너무 기대되는 맛이랄까 ,,",,False
C026,직원분 너무 친절하시고 다음에 또 방문할게요 ~~,,False
C026,카페가 크지 않은데 공간구성을 너무너무 잘해두셔서 작지만 강한 카페같았어요,,False
C026,사장님의 스타일이랑 개성이 잘 보이는 공간입니다 ㅎㅎㅎ,,False
C026,커피도 에이드도 다 맛났어요,,False
C026,토마토바질에이드 첫도전이었는데 완전 만족이었구요,,False
C026,"푸딩이랑 케이크도 다 너무 맛납니다,,",,False
C026,버터바는 인기많은지 품절이더라구요,,False
C026,사진도 넘 잘나오는 예쁜 카페에요,,False
C026,혼자,,False
C026,다 먹었습니다 넵 오픈했을 때부터 몇 번 왔었는데 사장님이 증멜로 친절하세요🙊가게도 들어오면 험멤메;지대 힙하고 사장님만의 스타일로 정말 예쁘고 느낌있게 잘 꾸며두셨어요,,False
C026,가게도 시끄럽지 않아서 대화를 나누거나 가볍게 과제를 하기도 좋습니돠 본론으로 들어가 메뉴추천을 해보자면,"조용함,공부적합성",True
C026,전에 같이 왔던 지인은 치즈케이크를 굉장히 마음에 들어했는데 저는 개인적으로 버터바가 진짜 MI쳤다고 생각합니다 정말 쫀득하고 바삭하고 또 달달하지만 너무 달지않고 위에 올라가는 아이스크림과의 조합이 나라 하나 세워도 될 것 같은 느낌 이제는 버터바에 아이스크림이 없으면 태극기 없는 대한민국을 보는 기분입니다 에펠탑 없는 파리,,False
C026,암튼 그런거 요즘 무료로 아이스크림을 올려주신다는데 사장님의 센스에 이마를 치고 갑미다 ㅇ잘먹었습니다,,False
C026,조용히 감정 정리가 필요할때마다 찾는곳~~,조용함,True
C026,낙엽이 떨어지고 하얀 첫눈도 내린,,False
C026,12월 첫 주말 오후~,,False
C026,평온한 일상 만끽중~,,False
C026,이곳도 크리스마스 트리와함께,,False
C026,12월의 시간을 보내중이신가보다~,,False
C027,네이버 등에서 간편결제 페이스페이등 가능하다고 하는데 매장에 기기가 설치 되어있어 사용하려고 했더니 안된다 하네요,,False
C027,또한 키오스크 결제시 바코드 인식이 되지않아 일일히 숫자 클릭해야하고 앞서 사용하시는 분들도 한숨 내더라고요,,False
C027,자리 위치만 좋았지 시설 관리가 안되나 봅니다,,False
C027,커피가 맛있어요,,False
C027,서점 갔다가 커피 사러 카페 찾다가,,False
C027,드롭탑은 처음 가봤네요,,False
C027,난방이 너무 약해요 춥습니다,,False
C027,넓고 쾌적하네요,,False
C027,즐겁게 수다떨고 갑니당,,False
C027,미드나잇투로피칼 주스 첨 먹었는데 맛잇네용 제로꿀레몬생강티는 좀 달았데요,,False
C027,맛있어요 분위기 좋아요 ;),,False
C028,빵이 아주 맛있습니다,,False
C028,가격이 조금 비싼감이 있지만 맛이 좋아요,,False
C028,진짜 사장님 저세상 친절 ㅜ 🩷🩷,,False
C028,존맛탱구리구리,,False
C028,지나가다 냄새 맡으니 안 살수가 없네요,,False
C028,오랜만에 모카번 먹었어요,,False
C028,생크림 모카번 넘 맛있어요,,False
C028,맛있게  잘먹었습니다 ~^^♡,,False
C028,지날때마다 달달~고소한 번 향기가 넘 좋아 자주 들르는 메가번,,False
C028,사장님이 넘 친절하시고 매장도 쾌적하고 예뻐요,,False
C028,갈때마다 종류별로 3개씩 꼭 사서 두 개는 냉동에 쟁여놓고 출출할때 살짝 해동시켜 먹어도 맛있어요,,False
C028,3개 구입하면 바로 만든 깨찰빵도 서비스로 주신답니다^^ 넘 맛있어요~♡,,False
C028,엄청 맛잇어요,,False
C028,사장님 무쟈게 친절하세영,,False
C029,근처 치과갈일 있어서 왔다가 들렸는데,,False
C029,사장님도 친절하시고 라떼도 맛있어요~,,False
C029,용인와서 첫커피 맛나게 마시고가요,,False
C029,역북 최고의 커피맛집,,False
C029,어떻게 먹어야 더 맛있는지 간단히 설명도 해주셔서 좋아요,,False
C029,우드톤에 천장높고 브금좋고 아늑함,,False
C029,커피 괜찮았아요,,False
C029,맛있게 먹었습니다,,False
C029,테이블 배치가 특이하고 천장이 높아서 답답하지 않아 매장 이용하기도 좋았어요,,False
C029,커피 뿐 아니라 다음 음료도 맛있어서 가끔 가요^^,,False
C029,커피맛 제대로인 애정하는 까페입니다,,False
C029,역북동 카페 안가본곳 찾다가 방문했습니다,,False
C029,심플한 인테리어 음료는 제 입맛에는 살짝 밍밍해서 다음에 방문한다면 진하게 요청드릴것 같아요,,False
C029,친구랑 만나서 얘기 잘하다 갑니다,,False
C029,위치가 좋고 커피가 맛있어요,,False
C029,달달하니 맛있쥬~,,False
C029,"커피도 맛있고, 분위기도 좋아요",,False
C030,여름이라 과일이 땡겼는데 마침 망고케이크가 있길래 시켜서 먹었어요,,False
C030,요거트생크림이랑 망고가 너무 잘 어울리고 달달하면서 상콤합니다🥹 데이트로 다녀왔는데 여자분들 사진 찍기에도 아주 좋아요,,False
C030,저 여기 진짜진짜 자주 오고 친구들도 한번 데려오면 다 반해서 역북에선 카페 여기만 와요 ㅎㅎ 사장님도 너무 착하시고 디저트 완전 맛있어요,,False
C030,"진짜 최고💕💕 혼자 카공 하시는 분들도 많구 친구,연인끼리도 많이 와용ㅎㅎ 고민중이라면 꼭 방문해보세요",공부적합성,True
C030,벌써 몇번째 재방문인지 모르겠어요,,False
C030,학교 과제를 하거나 친구들이랑 친목을 나누거나 할 때마다 다른 카페는 안가고 거의 99프로 지니어스에 와요❤️,공부적합성,True
C030,여기가 다른 카페에는 없는 알로에 요거트를 파는데 이게 진짜 맛있더라구요😻 기본적으로 디저트들도 맛있고 사장님도 굉장히 친절하셔서 더 정이가고 자주 오고 싶어요,,False
C030,"그리고 실내 공간이랑 실외 공간이 나누어져 있는데, 일단 실내 공간은 사진으로 보는 것 처럼 되게 넓고 쾌적할 뿐더러 좌석도 다양하고 많아서 혼자오든 친구들이랑 오든 편안하게 즐길 수 있어요",좌석,True
C030,그리고 실외 테라스도 넓어서 이용하기에 좋습니다🖤,,False
C030,저녁이 되면 조명이 꺼지면서 밤에만 느낄 수 있는 감성적인 카페처럼 분위기가 전환되면서 또 색다른 느낌으로 카페를 즐길 수 있어서 좋아요☺️,,False
C030,지니어스는 밤이 되면 조명이 어두워 지면서 더 아늑한 분위기가 돼요 또 스템프나 곳곳에 이런 이벤트 같이 웃게 되는 포인트들이 참 많답니다,,False
C030,아침에도 저녁에도 항상 좋은 지니어스 꼭 와보세요,,False
C030,카페 인테리어가 넓고 쾌적해서 정말 자주 오는 곳이에요,,False
C030,커피와 음료도 너무 맛있습니다,,False
C030,베이글이랑 케이크도 맛있으니 꼭 드셔보세요😘,,False
C030,과제나 카공하기에도 좋은 곳이라서 역북에서 카페 어디 갈 지 고민이시라면 꼭 와보세요,공부적합성,True
C030,화이트 톤의 깔끔하고 세련된 인테리어 덕분에 막 찍어도 인생샷이 나오는 분위기 맛집이에요,,False
C030,"통창으로 들어오는 채광도 너무 좋고, 전체적으로 매장이 쾌적해서 머무는 내내 힐링하는 기분 가득이었습니다",,False
C030,게다가 주문한 쿠키는 비주얼만큼이나 식감도 쫀득하고 달콤해서 아메리카노랑 완전 찰떡궁합이더라고요,,False
C030,사장님도 친절하시고 공간 구석구석 신경 쓰신 티가 나서 앞으로 자주 방문하게 될 것 같아요,,False
C030,"예쁜 공간에서 맛있는 디저트 먹으며 제대로 기분 전환하고 갑니다, 완전 추천해요",,False
C030,오늘은 친구랑 과제하러 왔어요,공부적합성,True
C030,지니어스 대표 메뉴인 지니어스 라떼 먹었는데 당 올라가면서 카페인도 들어가고 맛도 있으니까 과제하는데 최고의 음료인거 같아요 🥹 또 친구랑 이야기 하기도 너무 좋아요 꼭 오세요 🩷,공부적합성,True
C030,분위기 좋고 깔끔해서,,False
C030,데이트 하기 좋아요 테라스가 넓어서 특히 좋습니다 낮에 데이트 할땐  산과 하늘이 확 트여서 좋고 저녘엔 야경 보기가 너무 좋아요,,False
C030,특히 사진찍기 너무 좋습니다❤️,,False
C030,피스타치오크림라떼랑 쑥라떼 주문했는데 넘 예쁘고 맛있었어요🥹 사장님도 친절하시고 대화 나누면서 쉬기 좋은 곳 같습니당,,False
C030,"카페 분위기가 너무 좋고 인테리어도 너무 잘 되어있습니다 테라스도 있어서 너무 운치있고 커피, 디저트 다",,False
C030,너무 맛있어요🤤 쑥케이크 진쯔 둘이 먹다가 하나 죽어도 모를 정도로 너무너무너무 제 취향이었습니다🌟 알바생분 외모도 뛰어나시고 사장님도 너무 친절하셔서 추천추천 드립니다 :),,False
C031,아침에 왔눈데 직원분들 정말 종말 넘넘 친절하세요 ㅠㅠ 항상 건강하고 행복하세용,,False
C031,가성비 있는데 음료도 맛있어요~~,,False
C031,친절해요~,,False
C031,빽다방 직원분들이 친절하세요,,False
C031,가끔씩 가는곳 입니다 좋아요,,False
C031,아기등원하고 시원한 에이드 한 잔,,False
C031,깨끗하고 좋아요,,False
C031,빽다방은 아샷추가 맛있쥬~~,,False
C031,언니가 사줘서 더 맛나게 먹었숩니다♡,,False
C031,신메뉴 크런키 초코라떼 존맛,,False
C031,아기랑 음료한잔이랑 빵 하나 포장,,False
C032,인테리어  깔끔하고  머그컵도 큼직한게  이쁘네요~^^,,False
C032,커피외에  먹거리도 여러가지있고~  저녁시간이라 간단한  티만 마셨는데    다음번엔 커피랑 맛있는 음료도 먹어보고싶네요♡♡♡,,False
C032,키와마루아지 영업 종료후 카페맛집 탄생,,False
C032,기대됩니다~*♡(๑ↀᆺↀ๑)✧-`♡´-ɢᴏᴏᴅ ᴊᴏʙ 'o' b* ੈ✩‧₊˚* ੈ✩‧₊* ੈ✩‧₊˚* ੈ✩‧₊ヾ(o˃̵͈̑‿˂̵͈̑o)ｼ（ｖ＾＿＾）ｖ٩(๑˃̶͈̀◡˂̶͈́๑)۶๑ᴖ◡ᴖ๑(▰˘◡˘▰)フトスト,,False
C032,오늘 우지커피에서 율무크림프라페를 처음 먹어보았는데 너무 꼬숩고 너무너무 맛있습니다 ㅠㅠ✨🥹💙,,False
C032,인생 프라페를 찾았습니다 💙💙,,False
C032,아이랑 산책하다 들렀어요~~ 여전히 깔끔하고 음료는 맛있어요♡♡♡,,False
C032,"여름메뉴로 수박음료들이 나왔길래 리얼수박주스를 마셔봤는데 인위적인 맛보다 시원한 생수박 느낌이 나서 더 좋았고, 얼음이랑 같이 마시니까 여름에 딱인 느낌",,False
C032,너무 달지 않아서 부담 없이 마시기 좋았고 더운 날 또 생각날 것 같아요ㅠㅠ 다음엔 다른 메뉴들도 먹어보려구요,,False
C032,웰니스 딸기라떼,,False
C032,처음 먹어보는 메뉴였는데 너무 달지 않고 딱 맛있었습니다,,False
C032,가게 분위기도 너무 예쁘고 사장님도 너무 친절하셔서 있는 동안 기분이 너무 좋아지는 시간이었습니다,,False
C032,앞으로도 자주 찾아올 것 같아요 단골예정ㅎㅎ,,False
C032,수박주스 너무 맛있어요,,False
C032,수박주스 말고 다른 메뉴들도 다 맛있고 가게도 청결해용 직원분들도 친절하시고 화장실도 깨끗합니다,,False
C032,추천드려용 ~~,,False
C032,원두가 고소하고 맛있어요 딥카페라떼도 맘에드네요,,False
C032,"딥카페라떼  맛있고, 초코 무스 촉촉하고 많이 달지 않아서  좋아요❤️💚🩵",,False
C032,다른 커피숍 수박주스처럼 시럽맛이 나는게 아니라 진짜 수박을 갈아주니까 확실히 시원하고 청량한 수박주스네요~^^ 달달하고 시원하니까 자주 먹으러 올 듯 해요 커피도 괜찮고 디저트도 다 맛있네요~,,False
C035,"가격대비 커피를 고소한 맛, 산미있는 맛 중 고를 수도 있고",,False
C035,"저가형 컴@즈, 메☆, 빽%방 등등 보다 훨 좋습니다",,False
C035,"신상 망고컵빙수 먹었는데, 코코넛칩 뿌려져있고 망고는 맛이 없을 수 없죠",,False
C035,"타 브랜드는 시럽 범벅에 당뇨가 올 것 같은데, 여긴 건강하고 달달합니다",,False
C035,만족스러운 카페입니다,,False
C035,항상 맛있어요,,False
C035,분위기좋고 음료커피 맛나요👍,,False
C035,아담하고 혼자가서 시간 떼우기 좋는 카페에요,,False
C035,첫방문~~ 코코넛커피 코코너망고 둘 다 맛있어요~~,,False
C035,"근처 일보러 갔다가, 메* 커피 보고 들어가려했다가 바류 옆집 하이오 갔어요",,False
C035,녹차 빙수 사진을 보니 안들어갈 수 었어서 ㅎㅎ 맛있게 잘 먹었으나 녹차맛이 좀 연해서 아쉬웠어요 팥은 탱글하니 맛있어서 전체적으로 시원하게 잘 먹고 나왔습니다,,False
C036,아이가 보드게임을 좋아해서 왔는데 시설도 깨끗하고 게임 종류도 많아서 좋아요,,False
C036,"보드게임을 잘 몰라서 걱정했는데, 방마다 있는 태블릿으로 룰 설명을 영상으로 볼 수 있어서 정말 편했어요",,False
C036,이해 안 되는 부분은 언제든 돌려볼 수 있어서 직원분 안 불러도 되니 부담 없더라고요,,False
C036,보드게임 종류도 엄청 많고 추천 가이드도 잘 되어 있어서 초보자분들께 강추합니다,,False
C036,깔끔하고 게임 종류도 많아요,,False
C036,단체로 와서 하기에도 넓고 쾌적합니다,,False
C036,메뉴도 맛있어용 ㅎㅎㅎ,,False
C036,레드버튼 다녀왔는데 기대 이상으로 만족스러웠어요,,False
C036,"매장 분위기가 깔끔하고 테이블 간 간격도 넓어서 편하게 즐길 수 있었고, 보드게임 종류도 정말 다양해서 고르는 재미가 있었습니다",,False
C036,"처음 하는 게임은 직원분이 친절하게 설명해줘서 어렵지 않게 시작할 수 있었고, 시간 가는 줄 모르고 놀았어요",,False
C036,음료와 간단한 먹거리도 괜찮은 편이라 게임하면서 즐기기 좋았습니다,,False
C036,친구들이랑 가도 좋고 데이트 장소로도 추천할 만한 곳이에요,,False
C036,다음에 또 방문하고 싶어요,,False
C036,룸 컨티션 좋구 주말 오후인데 깔끔해요 음식 퀄리티도 좋아서 아이도 좋아해요,,False
C036,직원분들도 친절하시고 음식마저도 맛있어요~,,False
C036,아이들과 오랜만에 뭐하며 놀까 하다 레드버튼 왔는데 보드게임 종류도 많고 음식도 맛있고 너무 즐겁게 놀다 갑니다^^,,False
C036,아이들이랑 평일 저녁에 들렸는데 짧고 굵게 놀다 갑니다,,False
C036,꼬치의 달인도 재밌고 거짓말 탐지기도 재밌네요,,False
C036,음식도 넘 맛있어요~~,,False
C036,늘 서울 지점만 가서 그런가 이렇게 깔끔하고 쾌적한 지점은 처음이에요,,False
C036,👍🏻 게임찾고 있는데 먼저 다가와서 도와주시고 음식도 다 너무 맛있어요,,False
C036,주차도 가능해서 넘 좋아요 :) 역북 오면 재방문하고 싶습니다,,False
C036,어린이날에 아이가 가고싶다하여 왔어요~ 시설도깔끔하고 게임도많고 더불어 음식들도맛있습니다^^ 직원분들도 항상 친절하십니다^^,,False
C037,요거젤라또쵸코베리믹스 주문했는데,,False
C037,쵸코시리얼을 안넣어주셨어요ㅠ,,False
C037,역북 광장 메가커피@,,False
C037,친절하신 직원분들이 계십니다,,False
C037,"가성비 좋고, 친절함까지 가득한 메가역북점이예요",,False
C037,테이크아웃해서 집에서 떡볶이랑 먹어요,,False
C037,행운냥이 너무 귀여워요ㅠㅠㅠ,,False
C037,오픈1주면 일부음료반값,,False
C037,메가 역북 직원분들 정말 친절하십니다,,False
C039,생일기프티콘받은걸로 케이크사러다녀옴,,False
C039,조각케이크4개사서 딸래미 쁘티텀블러사서옴,,False
C039,46700원,,False
C039,케이크안좋아하는데 투썸케이크는 맛있다,,False
C039,딸도 텀블러좋아함 귀엽긴한데 가격 개사악,,False
C039,직원친절 매장깔끔 케이크맛있게먹음,,False
C039,#투썸플레이스 용인역북점,,False
C039,>>재작년에는 계속 투썸만 가다가,,False
C039,작년에는 계속 스벅만 가다가,,False
C039,간만에 스초생이 먹고싶어 투썸으로 왔어요,,False
C039,어느지점으로 갈까 하다가 용인역북점으로 결정,,False
C039,맛있게 잘 먹고 갑니다,,False
C039,<주문>,,False
C039,"아메리카노 R 1개:4,700원",,False
C039,"아이스초코릿 라떼 R 1개:5,600원",,False
C039,"떠먹는 스트로베리 초코릿 생크림:7,200원",,False
C039,"합계금액:17,500원",,False
C039,매장이 깔끔하고 음료도 빨리 나와서 좋습니다,,False
C039,무엇보다 직원분들도 친절하시고 손님이 많아 바쁜 상황임에도 불구하고 응대가 너무 마음에 들었어요ㅎㅎ 다음번에 또 올게요 ^_^ 감사합니다,,False
C039,#투썸플레이스 용인역북점,,False
C039,>>스초생을 엄청 좋아해서 1년전만해도 카페를 선택하면 투썸밖에 안갔어요,,False
C039,그런데 요즘은 다른카페를 많이다녀 한 반년 넘게 투썸을 안와본거 같에요,,False
C039,스초생이 딱 없어지는 시점부터 안옷듯~ㅎ,,False
C039,투썸하트가 계속 소멸되고 있던걸 발견,,False
C039,스초생계절이 왔으니 일부러 투썸으로 왔어요,,False
C039,<주문>,,False
C039,"아이스초콜릿라떼:5,600원",,False
C039,"오렌지에이드:6,300원",,False
C039,"떠먹는스초생:7,200원",,False
C039,"아메리카노(HOT):4,700원",,False
C039,"합계:23,800원",,False
C039,역시 스초생은 맛있어요,,False
C039,카페에서 제일 좋은 궁합은 아침에 따뜻한 아메리카노에 스초생 한조각 같이 먹으면 참 맛있어요,,False
C039,굿~~~👍👍👍☕️☕️☕️,,False
C039,직원들 cs 교육좀 진행하세요,,False
C039,"설거지하면서 고개만 돌려서 손님응대하고,",,False
C039,말투,,False
C039,"표정, 안내사항 하나하나 다 말하기도 어려울 정도로 기분만 상하고 갔습니다",,False
C039,다시는 이용할 일 없어요,,False
C039,#투썸플레이스 용인역북점,,False
C039,>>믿고가는 투썸~♡♡♡,,False
